"X","dt_event","n","Time","Median","LI","LS","LIb","LSb","projecao","DRS","virus","base"
453,2023-10-20,11,12,33,9,79,24,46,"Previsto","SOROCABA","covid",2023-10-20
219,2023-10-20,11,12,97,44,242.05,75,125,"Previsto","SOROCABA","srag",2023-10-20
453,2023-10-25,11,12,50,12,110.025,35,67,"Previsto","SOROCABA","covid",2023-10-25
219,2023-10-25,11,12,64,21,121,48,81,"Previsto","SOROCABA","srag",2023-10-25
453,2023-11-01,11,12,46,8,110.025,29,66,"Previsto","SOROCABA","covid",2023-11-01
219,2023-11-01,11,12,82,17,207.025,55.75,113,"Previsto","SOROCABA","srag",2023-11-01
452,2023-11-08,11,12,49,11,145.05,32,70,"Previsto","SOROCABA","covid",2023-11-08
219,2023-11-08,11,12,67,19,171,46,93,"Previsto","SOROCABA","srag",2023-11-08
453,2023-11-11,11,12,28,4.975,99.025,17,46,"Previsto","SOROCABA","covid",2023-11-13
219,2023-11-11,11,12,97,35,224,70,133,"Previsto","SOROCABA","srag",2023-11-13
453,2023-11-29,11,12,8,0,43,4,14,"Previsto","SOROCABA","covid",2023-11-29
219,2023-11-29,11,12,17,3,62.025,10,27,"Previsto","SOROCABA","srag",2023-11-29
453,2023-12-06,11,12,6,0,34,3,11,"Previsto","SOROCABA","covid",2023-12-06
219,2023-12-06,11,12,12,2,44.025,7,20,"Previsto","SOROCABA","srag",2023-12-06
453,2023-12-06,11,12,7,0,40,4,13,"Previsto","SOROCABA","covid",2023-12-13
219,2023-12-13,11,12,10,1,34.025,6,15,"Previsto","SOROCABA","srag",2023-12-13
453,2023-12-13,11,12,6,0,31,3,11,"Previsto","SOROCABA","covid",2023-12-20
219,2023-12-20,11,12,9,2,29,6,13,"Previsto","SOROCABA","srag",2023-12-20
452,2023-12-23,11,12,3,0,14,2,6,"Previsto","SOROCABA","covid",2023-12-27
219,2023-12-20,11,12,15,4,40.025,10,20,"Previsto","SOROCABA","srag",2023-12-27
452,2023-12-27,11,12,1,0,8,1,3,"Previsto","SOROCABA","covid",2024-01-03
219,2024-01-03,11,12,6,1,16,4,8,"Previsto","SOROCABA","srag",2024-01-03
453,2024-01-05,11,12,1,0,5,0,2,"Previsto","SOROCABA","covid",2024-01-17
219,2024-01-17,11,12,6,1,17,3,8,"Previsto","SOROCABA","srag",2024-01-17
453,2024-01-31,11,12,12,1,95,5,24,"Previsto","SOROCABA","covid",2024-01-31
219,2024-01-31,11,12,11,3,31,8,16,"Previsto","SOROCABA","srag",2024-01-31
936,2024-02-06,NA,12,2,0,15,1,5,"Previsto","SOROCABA","covid",2024-02-07
458,2024-02-07,NA,12,11,3,26,8,15,"Previsto","SOROCABA","srag",2024-02-07
932,2024-02-10,NA,12,7,0,43.025,4,13,"Previsto","SOROCABA","covid",2024-02-14
456,2024-02-08,NA,12,16,0,38.025,11,21,"Previsto","SOROCABA","srag",2024-02-14
933,2024-02-14,NA,12,5,0,30,3,9,"Previsto","SOROCABA","covid",2024-02-21
457,2024-02-14,NA,12,15,5,33,11,19,"Previsto","SOROCABA","srag",2024-02-21
929,2024-02-21,NA,12,16,2,90.05,10,26,"Previsto","SOROCABA","covid",2024-02-28
458,2024-02-28,NA,12,19,3,47.025,12,26,"Previsto","SOROCABA","srag",2024-02-28
448,2024-03-06,11,12,31,4,101,19,47,"Previsto","SOROCABA","covid",2024-03-06
219,2024-03-06,11,12,27,2,72.025,16,39,"Previsto","SOROCABA","srag",2024-03-06
448,2024-03-13,11,12,13,0,65.025,6,25,"Previsto","SOROCABA","covid",2024-03-13
218,2024-03-13,11,12,13,1,68.025,7,25,"Previsto","SOROCABA","srag",2024-03-13
931,2024-03-09,NA,12,32,7,97.025,21,45,"Previsto","SOROCABA","covid",2024-03-18
458,2024-03-16,NA,12,35,9,87.025,23,48,"Previsto","SOROCABA","srag",2024-03-18
931,2024-03-12,NA,12,12,1,49,6,21,"Previsto","SOROCABA","covid",2024-03-20
458,2024-03-13,NA,12,38,10,88,26,51,"Previsto","SOROCABA","srag",2024-03-20
932,2024-03-20,NA,12,4,0,30,2,8,"Previsto","SOROCABA","covid",2024-03-27
458,2024-03-20,NA,12,40,13.975,90.025,29,52,"Previsto","SOROCABA","srag",2024-03-27
932,2024-04-02,NA,12,11,1,70,6,18.25,"Previsto","SOROCABA","covid",2024-04-10
458,2024-04-02,NA,12,37,10,99,25,55,"Previsto","SOROCABA","srag",2024-04-10
932,2024-04-04,NA,12,11,2,83.05,7,20,"Previsto","SOROCABA","covid",2024-04-17
458,2024-04-11,NA,12,13,2,43,8,21,"Previsto","SOROCABA","srag",2024-04-17
930,2024-04-12,NA,12,5,0,29,2,10,"Previsto","SOROCABA","covid",2024-04-24
458,2024-04-20,NA,12,49,18,117,37,65,"Previsto","SOROCABA","srag",2024-04-24
932,2024-04-19,NA,12,4,0,24,2,7,"Previsto","SOROCABA","covid",2024-05-08
458,2024-05-03,NA,12,38,16,82,29,49,"Previsto","SOROCABA","srag",2024-05-08
910,2024-05-04,NA,12,1,0,6,0,2,"Previsto","SOROCABA","covid",2024-05-15
458,2024-05-08,NA,12,26,9,60,19.75,36,"Previsto","SOROCABA","srag",2024-05-15
909,2024-05-04,NA,12,1,0,5.02499999999998,0,2,"Previsto","SOROCABA","covid",2024-05-23
458,2024-05-15,NA,12,24,7,52.025,17,31,"Previsto","SOROCABA","srag",2024-05-23
904,2024-05-17,NA,12,0,0,6,0,1,"Previsto","SOROCABA","covid",2024-05-29
458,2024-05-22,NA,12,17,5,38,12,23,"Previsto","SOROCABA","srag",2024-05-29
901,2024-05-15,NA,12,0,0,5,0,1,"Previsto","SOROCABA","covid",2024-06-05
457,2024-05-29,NA,12,20,7,53.025,14,27,"Previsto","SOROCABA","srag",2024-06-05
900,2024-05-25,NA,12,0,0,4,0,1,"Previsto","SOROCABA","covid",2024-06-12
458,2024-06-08,NA,12,23,6,55,16,31,"Previsto","SOROCABA","srag",2024-06-12
888,2024-06-12,NA,11,1,0,27.025,0,4,"Previsto","SOROCABA","covid",2024-06-26
459,2024-06-19,NA,12,62,22,177.025,45,85,"Previsto","SOROCABA","srag",2024-06-26
889,2024-06-12,NA,11,1,0,32.025,0,4,"Previsto","SOROCABA","covid",2024-07-04
459,2024-06-29,NA,12,54,16,147.05,40,74,"Previsto","SOROCABA","srag",2024-07-04
883,2024-07-12,NA,11,1,0,18,0,3,"Previsto","SOROCABA","covid",2024-07-23
459,2024-07-16,NA,12,39,10.975,104,28,55,"Previsto","SOROCABA","srag",2024-07-23
863,2024-08-07,NA,11,7,0,44,3,13,"Previsto","SOROCABA","covid",2024-08-14
459,2024-08-14,NA,12,25,4,54,17,34,"Previsto","SOROCABA","srag",2024-08-14
865,2024-08-07,NA,11,7,0,43.025,3,13,"Previsto","SOROCABA","covid",2024-08-21
459,2024-08-16,NA,12,31,9,68.05,22,40,"Previsto","SOROCABA","srag",2024-08-21
865,2024-08-21,NA,12,13,2,57,8,19,"Previsto","SOROCABA","covid",2024-08-28
459,2024-08-28,NA,12,23,1,72,10,36,"Previsto","SOROCABA","srag",2024-08-28
866,2024-08-27,NA,12,11,1,55.025,7,19,"Previsto","SOROCABA","covid",2024-09-03
459,2024-09-04,NA,12,12,1,48.025,6,22,"Previsto","SOROCABA","srag",2024-09-03
865,2024-09-11,NA,12,11,1,59,6,19,"Previsto","SOROCABA","covid",2024-09-11
459,2024-09-12,NA,12,27,4,88,15,44,"Previsto","SOROCABA","srag",2024-09-11
867,2024-09-11,NA,12,17,2,81,9,26,"Previsto","SOROCABA","covid",2024-09-18
459,2024-09-18,NA,12,20,4,63,13,29,"Previsto","SOROCABA","srag",2024-09-18
868,2024-09-12,NA,12,21,4,89.025,13,32,"Previsto","SOROCABA","covid",2024-09-25
459,2024-09-19,NA,12,52,21,105.025,39,68,"Previsto","SOROCABA","srag",2024-09-25
869,2024-09-28,NA,12,6,0,53,3,13,"Previsto","SOROCABA","covid",2024-10-02
459,2024-10-02,NA,12,18,3,47,11,24,"Previsto","SOROCABA","srag",2024-10-02
440,2023-05-23,11,12,17,4,66.025,12,25,"Previsto","SÃO JOSÉ DO RIO PRETO","covid",2023-05-31
206,2023-05-24,11,12,133.5,77.975,263.05,109,164.25,"Previsto","SÃO JOSÉ DO RIO PRETO","srag",2023-05-31
440,2023-05-30,11,12,20,5,70.025,13,28.25,"Previsto","SÃO JOSÉ DO RIO PRETO","covid",2023-06-06
206,2023-05-30,11,12,138,70.975,325.3,109,175,"Previsto","SÃO JOSÉ DO RIO PRETO","srag",2023-06-06
440,2023-06-06,11,12,14,2,43,9,21,"Previsto","SÃO JOSÉ DO RIO PRETO","covid",2023-06-14
206,2023-06-07,11,12,70,29,124,56,86,"Previsto","SÃO JOSÉ DO RIO PRETO","srag",2023-06-14
438,2023-06-13,11,12,5,0,27,2,10,"Previsto","SÃO JOSÉ DO RIO PRETO","covid",2023-06-20
206,2023-06-13,11,12,90,46,163.025,75,107,"Previsto","SÃO JOSÉ DO RIO PRETO","srag",2023-06-20
440,2023-06-27,11,12,11,2,126.1,7,20,"Previsto","SÃO JOSÉ DO RIO PRETO","covid",2023-07-06
206,2023-06-29,11,12,111,63,234,91.75,139,"Previsto","SÃO JOSÉ DO RIO PRETO","srag",2023-07-06
439,2023-07-11,11,12,27.5,1,221.025,16,54,"Previsto","SÃO JOSÉ DO RIO PRETO","covid",2023-07-19
206,2023-07-12,11,12,81,38.975,137,66,96,"Previsto","SÃO JOSÉ DO RIO PRETO","srag",2023-07-19
438,2023-07-18,11,12,11,0,96,5,22,"Previsto","SÃO JOSÉ DO RIO PRETO","covid",2023-07-25
206,2023-07-18,11,12,75,28,158.075,59,96,"Previsto","SÃO JOSÉ DO RIO PRETO","srag",2023-07-25
440,2023-07-26,11,12,9,0,40.025,5,16,"Previsto","SÃO JOSÉ DO RIO PRETO","covid",2023-08-02
206,2023-07-26,11,12,37,13,79.0749999999999,26,47,"Previsto","SÃO JOSÉ DO RIO PRETO","srag",2023-08-02
438,2023-08-01,11,12,8,0,59.025,3,15,"Previsto","SÃO JOSÉ DO RIO PRETO","covid",2023-08-08
206,2023-08-01,11,12,37,10,88.025,25,49,"Previsto","SÃO JOSÉ DO RIO PRETO","srag",2023-08-08
438,2023-08-16,11,12,2,0,14,1,5,"Previsto","SÃO JOSÉ DO RIO PRETO","covid",2023-08-16
206,2023-08-09,11,12,78,38.975,187.025,62,99,"Previsto","SÃO JOSÉ DO RIO PRETO","srag",2023-08-16
438,2023-08-16,11,12,9,2,33,6,15,"Previsto","SÃO JOSÉ DO RIO PRETO","covid",2023-08-23
206,2023-08-16,11,12,79,39,192.025,62,103,"Previsto","SÃO JOSÉ DO RIO PRETO","srag",2023-08-23
438,2023-08-23,11,12,14,0,57.025,8,22,"Previsto","SÃO JOSÉ DO RIO PRETO","covid",2023-08-30
206,2023-08-23,11,12,67,29,145,51,87,"Previsto","SÃO JOSÉ DO RIO PRETO","srag",2023-08-30
439,2023-08-30,11,12,10,2,27.025,7,14,"Previsto","SÃO JOSÉ DO RIO PRETO","covid",2023-09-06
206,2023-08-30,11,12,65,30,126,52,79,"Previsto","SÃO JOSÉ DO RIO PRETO","srag",2023-09-06
439,2023-09-12,11,12,8,1,26,5,12,"Previsto","SÃO JOSÉ DO RIO PRETO","covid",2023-09-19
206,2023-09-12,11,12,61,22.975,142,46,79,"Previsto","SÃO JOSÉ DO RIO PRETO","srag",2023-09-19
440,2023-09-20,11,12,11,2,26,8,15,"Previsto","SÃO JOSÉ DO RIO PRETO","covid",2023-09-27
206,2023-09-20,11,12,66,36,125.025,54,80.25,"Previsto","SÃO JOSÉ DO RIO PRETO","srag",2023-09-27
437,2023-09-29,11,12,20,8,60,14,27,"Previsto","SÃO JOSÉ DO RIO PRETO","covid",2023-10-06
206,2023-10-06,11,12,50,15,98.025,37,63,"Previsto","SÃO JOSÉ DO RIO PRETO","srag",2023-10-06
437,2023-10-03,11,12,17,4,61,11,25,"Previsto","SÃO JOSÉ DO RIO PRETO","covid",2023-10-11
206,2023-10-04,11,12,80,43,144,66,98,"Previsto","SÃO JOSÉ DO RIO PRETO","srag",2023-10-11
439,2023-10-11,11,12,13,2,32,9,18,"Previsto","SÃO JOSÉ DO RIO PRETO","covid",2023-10-18
206,2023-10-11,11,12,46,15,91,33,60,"Previsto","SÃO JOSÉ DO RIO PRETO","srag",2023-10-18
440,2023-10-20,11,12,9,1,23,6,13,"Previsto","SÃO JOSÉ DO RIO PRETO","covid",2023-10-20
206,2023-10-20,11,12,19,3,51.025,12,30,"Previsto","SÃO JOSÉ DO RIO PRETO","srag",2023-10-20
440,2023-10-25,11,12,9,1,23,6,13,"Previsto","SÃO JOSÉ DO RIO PRETO","covid",2023-10-25
206,2023-10-18,11,12,51,24,89,40,64,"Previsto","SÃO JOSÉ DO RIO PRETO","srag",2023-10-25
440,2023-11-01,11,12,15,4,34,11,19,"Previsto","SÃO JOSÉ DO RIO PRETO","covid",2023-11-01
206,2023-10-25,11,12,80,43.975,177,66,101,"Previsto","SÃO JOSÉ DO RIO PRETO","srag",2023-11-01
439,2023-11-01,11,12,28,13,52.025,21,35,"Previsto","SÃO JOSÉ DO RIO PRETO","covid",2023-11-08
206,2023-11-01,11,12,65,35.975,108.025,55,78,"Previsto","SÃO JOSÉ DO RIO PRETO","srag",2023-11-08
440,2023-11-11,11,12,21,4,48,15,29,"Previsto","SÃO JOSÉ DO RIO PRETO","covid",2023-11-13
206,2023-11-06,11,12,59,20,119.025,45,76,"Previsto","SÃO JOSÉ DO RIO PRETO","srag",2023-11-13
440,2023-11-21,11,12,12,1,55,6,21,"Previsto","SÃO JOSÉ DO RIO PRETO","covid",2023-11-29
206,2023-11-22,11,12,61,33,104,51,73,"Previsto","SÃO JOSÉ DO RIO PRETO","srag",2023-11-29
440,2023-12-06,11,12,4,0,17.025,2,7,"Previsto","SÃO JOSÉ DO RIO PRETO","covid",2023-12-06
206,2023-11-29,11,12,35,12,73,27,46,"Previsto","SÃO JOSÉ DO RIO PRETO","srag",2023-12-06
440,2023-12-05,11,12,13,2,149.225,7,24,"Previsto","SÃO JOSÉ DO RIO PRETO","covid",2023-12-13
206,2023-12-06,11,12,38,17,73.025,30,47,"Previsto","SÃO JOSÉ DO RIO PRETO","srag",2023-12-13
440,2023-12-20,11,12,2,0,11,1,4,"Previsto","SÃO JOSÉ DO RIO PRETO","covid",2023-12-20
206,2023-12-13,11,12,35.5,16,76,27,46,"Previsto","SÃO JOSÉ DO RIO PRETO","srag",2023-12-20
439,2023-12-23,11,12,9,2,35.025,5,13,"Previsto","SÃO JOSÉ DO RIO PRETO","covid",2023-12-27
206,2023-12-20,11,12,46,21,113,36,59.25,"Previsto","SÃO JOSÉ DO RIO PRETO","srag",2023-12-27
439,2023-12-25,11,12,13,3,91.025,8,23,"Previsto","SÃO JOSÉ DO RIO PRETO","covid",2024-01-03
206,2023-12-27,11,12,31,13,60.025,25,39,"Previsto","SÃO JOSÉ DO RIO PRETO","srag",2024-01-03
440,2024-01-10,11,12,11,3,29,8,15.25,"Previsto","SÃO JOSÉ DO RIO PRETO","covid",2024-01-17
206,2024-01-10,11,12,35,15,71.025,27,44,"Previsto","SÃO JOSÉ DO RIO PRETO","srag",2024-01-17
440,2024-01-23,11,12,11,2,28,7,15,"Previsto","SÃO JOSÉ DO RIO PRETO","covid",2024-01-31
206,2024-01-24,11,12,20,4,50,14,28,"Previsto","SÃO JOSÉ DO RIO PRETO","srag",2024-01-31
909,2024-01-31,NA,12,11,2,27,7,15,"Previsto","SÃO JOSÉ DO RIO PRETO","covid",2024-02-07
431,2024-01-31,NA,12,50,27,94,41,63,"Previsto","SÃO JOSÉ DO RIO PRETO","srag",2024-02-07
905,2024-02-08,NA,12,26,10,56.025,20,35,"Previsto","SÃO JOSÉ DO RIO PRETO","covid",2024-02-14
429,2024-02-08,NA,12,67,35,137,53,84,"Previsto","SÃO JOSÉ DO RIO PRETO","srag",2024-02-14
906,2024-02-13,NA,12,40,14,102.025,30,54,"Previsto","SÃO JOSÉ DO RIO PRETO","covid",2024-02-21
430,2024-02-14,NA,12,90,40,209.025,69,118,"Previsto","SÃO JOSÉ DO RIO PRETO","srag",2024-02-21
902,2024-02-21,NA,12,37,14,88,28,49,"Previsto","SÃO JOSÉ DO RIO PRETO","covid",2024-02-28
431,2024-02-21,NA,12,148,68,350.05,114,197,"Previsto","SÃO JOSÉ DO RIO PRETO","srag",2024-02-28
435,2024-02-28,11,12,42,7.975,114.025,28,59,"Previsto","SÃO JOSÉ DO RIO PRETO","covid",2024-03-06
206,2024-02-28,11,12,149.5,54,353.025,112,200.25,"Previsto","SÃO JOSÉ DO RIO PRETO","srag",2024-03-06
435,2024-03-05,11,12,57,6,153.025,33,81,"Previsto","SÃO JOSÉ DO RIO PRETO","covid",2024-03-13
205,2024-03-06,11,12,94,36.975,199.025,70,122,"Previsto","SÃO JOSÉ DO RIO PRETO","srag",2024-03-13
904,2024-03-16,NA,12,6,0,27,3,11,"Previsto","SÃO JOSÉ DO RIO PRETO","covid",2024-03-18
431,2024-03-17,NA,12,46,11,133,32,64,"Previsto","SÃO JOSÉ DO RIO PRETO","srag",2024-03-18
904,2024-03-12,NA,12,15,2,50,10,24,"Previsto","SÃO JOSÉ DO RIO PRETO","covid",2024-03-20
431,2024-03-13,NA,12,71,24,167.05,51,97,"Previsto","SÃO JOSÉ DO RIO PRETO","srag",2024-03-20
905,2024-03-24,NA,12,7,1,31.025,4,12,"Previsto","SÃO JOSÉ DO RIO PRETO","covid",2024-03-27
431,2024-03-20,NA,12,71.5,36,139.05,56,90,"Previsto","SÃO JOSÉ DO RIO PRETO","srag",2024-03-27
905,2024-04-02,NA,12,3,0,14,1,5,"Previsto","SÃO JOSÉ DO RIO PRETO","covid",2024-04-10
431,2024-04-03,NA,12,64,30.975,133.025,51,81,"Previsto","SÃO JOSÉ DO RIO PRETO","srag",2024-04-10
905,2024-04-02,NA,12,3,0,15,1,5,"Previsto","SÃO JOSÉ DO RIO PRETO","covid",2024-04-17
431,2024-04-04,NA,12,63,30,127,50,80,"Previsto","SÃO JOSÉ DO RIO PRETO","srag",2024-04-17
903,2024-04-21,NA,12,3,0,18,1,6,"Previsto","SÃO JOSÉ DO RIO PRETO","covid",2024-04-24
431,2024-04-15,NA,12,171,70,426.25,129,227,"Previsto","SÃO JOSÉ DO RIO PRETO","srag",2024-04-24
905,2024-04-24,NA,12,4,0,14,2,6,"Previsto","SÃO JOSÉ DO RIO PRETO","covid",2024-05-08
431,2024-05-03,NA,12,114,18.975,382.025,69,174,"Previsto","SÃO JOSÉ DO RIO PRETO","srag",2024-05-08
883,2024-05-15,NA,12,1,0,8,0,3,"Previsto","SÃO JOSÉ DO RIO PRETO","covid",2024-05-15
431,2024-05-08,NA,12,156,48.95,376.1,111,217,"Previsto","SÃO JOSÉ DO RIO PRETO","srag",2024-05-15
882,2024-05-16,NA,12,3,0,16,2,5,"Previsto","SÃO JOSÉ DO RIO PRETO","covid",2024-05-23
431,2024-05-15,NA,12,176,69.975,422.1,135,238.25,"Previsto","SÃO JOSÉ DO RIO PRETO","srag",2024-05-23
877,2024-05-21,NA,12,3,0,14,1,5,"Previsto","SÃO JOSÉ DO RIO PRETO","covid",2024-05-29
431,2024-05-22,NA,12,154,51.975,381.025,112,207.25,"Previsto","SÃO JOSÉ DO RIO PRETO","srag",2024-05-29
874,2024-05-29,NA,12,2,0,12,1,4,"Previsto","SÃO JOSÉ DO RIO PRETO","covid",2024-06-05
430,2024-05-29,NA,12,100,31.975,249.025,73,136,"Previsto","SÃO JOSÉ DO RIO PRETO","srag",2024-06-05
873,2024-05-28,NA,12,2,0,13,1,4,"Previsto","SÃO JOSÉ DO RIO PRETO","covid",2024-06-12
431,2024-06-08,NA,12,67,14,180.075,41.75,94,"Previsto","SÃO JOSÉ DO RIO PRETO","srag",2024-06-12
862,2024-06-18,NA,12,2,0,11,1,4,"Previsto","SÃO JOSÉ DO RIO PRETO","covid",2024-06-26
432,2024-06-19,NA,12,100,59.975,157,83,116,"Previsto","SÃO JOSÉ DO RIO PRETO","srag",2024-06-26
863,2024-06-22,NA,12,2,0,11.025,1,3,"Previsto","SÃO JOSÉ DO RIO PRETO","covid",2024-07-04
432,2024-06-24,NA,12,89,53.975,143.025,76,103,"Previsto","SÃO JOSÉ DO RIO PRETO","srag",2024-07-04
857,2024-07-02,NA,12,2,0,8,0.75,3,"Previsto","SÃO JOSÉ DO RIO PRETO","covid",2024-07-23
432,2024-07-16,NA,12,58,28.975,100.025,47,70,"Previsto","SÃO JOSÉ DO RIO PRETO","srag",2024-07-23
837,2024-08-06,NA,12,4,0,22.025,2,7,"Previsto","SÃO JOSÉ DO RIO PRETO","covid",2024-08-14
432,2024-08-07,NA,12,78,47.975,143.05,66,94,"Previsto","SÃO JOSÉ DO RIO PRETO","srag",2024-08-14
839,2024-08-16,NA,12,4,0,15,2,6,"Previsto","SÃO JOSÉ DO RIO PRETO","covid",2024-08-21
432,2024-08-16,NA,12,16,2,55.025,9,27,"Previsto","SÃO JOSÉ DO RIO PRETO","srag",2024-08-21
839,2024-08-27,NA,12,7,0,37.05,4,11,"Previsto","SÃO JOSÉ DO RIO PRETO","covid",2024-08-28
432,2024-08-22,NA,12,135,82.95,247.025,114,163,"Previsto","SÃO JOSÉ DO RIO PRETO","srag",2024-08-28
840,2024-08-27,NA,12,10,1,43.05,6,16,"Previsto","SÃO JOSÉ DO RIO PRETO","covid",2024-09-03
432,2024-08-28,NA,12,127,76.975,205,110,146,"Previsto","SÃO JOSÉ DO RIO PRETO","srag",2024-09-03
839,2024-09-02,NA,12,23,5,77,15,34,"Previsto","SÃO JOSÉ DO RIO PRETO","covid",2024-09-11
432,2024-09-05,NA,12,124,70.975,195.075,105,144,"Previsto","SÃO JOSÉ DO RIO PRETO","srag",2024-09-11
841,2024-09-11,NA,12,26,5,75.05,17,36,"Previsto","SÃO JOSÉ DO RIO PRETO","covid",2024-09-18
432,2024-09-11,NA,12,105,58.975,173,87,122,"Previsto","SÃO JOSÉ DO RIO PRETO","srag",2024-09-18
842,2024-09-18,NA,12,23,1,95,11.75,40,"Previsto","SÃO JOSÉ DO RIO PRETO","covid",2024-09-25
432,2024-09-19,NA,12,98,49,160,79,115,"Previsto","SÃO JOSÉ DO RIO PRETO","srag",2024-09-25
843,2024-09-24,NA,12,6,0,34.025,3,13,"Previsto","SÃO JOSÉ DO RIO PRETO","covid",2024-10-02
432,2024-09-25,NA,12,101,56,163,86,118,"Previsto","SÃO JOSÉ DO RIO PRETO","srag",2024-10-02
427,2023-05-23,11,12,0,0,11,0,2,"Previsto","SÃO JOÃO DA BOA VISTA","covid",2023-05-31
193,2023-05-24,11,12,9,1,38.025,5,14,"Previsto","SÃO JOÃO DA BOA VISTA","srag",2023-05-31
427,2023-06-06,11,12,3,0,55,1,6,"Previsto","SÃO JOÃO DA BOA VISTA","covid",2023-06-06
193,2023-06-06,11,12,20,5,72,13,29,"Previsto","SÃO JOÃO DA BOA VISTA","srag",2023-06-06
427,2023-06-13,11,12,4,0,100.05,1,10.25,"Previsto","SÃO JOÃO DA BOA VISTA","covid",2023-06-14
193,2023-06-14,11,12,23,7,79,16,32,"Previsto","SÃO JOÃO DA BOA VISTA","srag",2023-06-14
425,2023-06-17,11,12,2,0,14,1,4,"Previsto","SÃO JOÃO DA BOA VISTA","covid",2023-06-20
193,2023-06-13,11,12,22,6.975,74.05,15,31,"Previsto","SÃO JOÃO DA BOA VISTA","srag",2023-06-20
427,2023-06-23,11,12,3,0,17,1,5,"Previsto","SÃO JOÃO DA BOA VISTA","covid",2023-07-06
193,2023-07-06,11,12,8,1,27,5,13,"Previsto","SÃO JOÃO DA BOA VISTA","srag",2023-07-06
426,2023-07-13,11,12,1,0,7,0,2,"Previsto","SÃO JOÃO DA BOA VISTA","covid",2023-07-19
193,2023-07-19,11,12,8,1,26,6,12,"Previsto","SÃO JOÃO DA BOA VISTA","srag",2023-07-19
425,2023-07-25,11,12,2,0,59.025,0,5,"Previsto","SÃO JOÃO DA BOA VISTA","covid",2023-07-25
193,2023-07-25,11,12,10,2,37,6,15,"Previsto","SÃO JOÃO DA BOA VISTA","srag",2023-07-25
427,2023-07-25,11,12,2,0,57,0,5,"Previsto","SÃO JOÃO DA BOA VISTA","covid",2023-08-02
193,2023-08-01,11,12,18,4,77.025,11,29,"Previsto","SÃO JOÃO DA BOA VISTA","srag",2023-08-02
425,2023-07-25,11,12,2,0,58.05,0,5,"Previsto","SÃO JOÃO DA BOA VISTA","covid",2023-08-08
193,2023-08-05,11,12,8,2,26,5,12,"Previsto","SÃO JOÃO DA BOA VISTA","srag",2023-08-08
425,2023-08-11,11,12,1,0,13.025,0,3,"Previsto","SÃO JOÃO DA BOA VISTA","covid",2023-08-16
193,2023-08-16,11,12,6,1,18,4,9,"Previsto","SÃO JOÃO DA BOA VISTA","srag",2023-08-16
425,2023-08-17,11,12,1,0,10,0,3,"Previsto","SÃO JOÃO DA BOA VISTA","covid",2023-08-23
193,2023-08-16,11,12,6,1,19,4,10,"Previsto","SÃO JOÃO DA BOA VISTA","srag",2023-08-23
425,2023-08-26,11,12,1,0,13,1,3,"Previsto","SÃO JOÃO DA BOA VISTA","covid",2023-08-30
193,2023-08-30,11,12,5,1,17,3,8,"Previsto","SÃO JOÃO DA BOA VISTA","srag",2023-08-30
426,2023-08-30,11,12,2,0,10.025,1,4,"Previsto","SÃO JOÃO DA BOA VISTA","covid",2023-09-06
193,2023-08-30,11,12,5,1,18,3,8,"Previsto","SÃO JOÃO DA BOA VISTA","srag",2023-09-06
426,2023-09-19,11,12,3,0,29.025,1,6,"Previsto","SÃO JOÃO DA BOA VISTA","covid",2023-09-19
193,2023-09-19,11,12,5,0,17,2.75,7,"Previsto","SÃO JOÃO DA BOA VISTA","srag",2023-09-19
427,2023-09-27,11,12,6,1,27.025,4,10,"Previsto","SÃO JOÃO DA BOA VISTA","covid",2023-09-27
193,2023-09-27,11,12,25,5,165.1,14,48,"Previsto","SÃO JOÃO DA BOA VISTA","srag",2023-09-27
424,2023-09-27,11,12,9,1,81.1249999999999,5,16,"Previsto","SÃO JOÃO DA BOA VISTA","covid",2023-10-06
193,2023-10-05,11,12,17,4,67.025,11,29,"Previsto","SÃO JOÃO DA BOA VISTA","srag",2023-10-06
424,2023-10-03,11,12,11,0,96.0749999999999,5,22,"Previsto","SÃO JOÃO DA BOA VISTA","covid",2023-10-11
193,2023-10-04,11,12,14,3,51.025,9,22,"Previsto","SÃO JOÃO DA BOA VISTA","srag",2023-10-11
426,2023-10-18,11,12,2,0,27,0,5,"Previsto","SÃO JOÃO DA BOA VISTA","covid",2023-10-18
193,2023-10-18,11,12,8,0,30.025,4,13,"Previsto","SÃO JOÃO DA BOA VISTA","srag",2023-10-18
427,2023-10-20,11,12,11,1,57.025,6,18.25,"Previsto","SÃO JOÃO DA BOA VISTA","covid",2023-10-20
193,2023-10-20,11,12,13,3,34.025,9,17.25,"Previsto","SÃO JOÃO DA BOA VISTA","srag",2023-10-20
427,2023-10-18,11,12,10,0,77.0749999999999,5,20,"Previsto","SÃO JOÃO DA BOA VISTA","covid",2023-10-25
193,2023-10-25,11,12,17,4,64.05,12,25,"Previsto","SÃO JOÃO DA BOA VISTA","srag",2023-10-25
427,2023-10-28,11,12,7,0,45,3,13,"Previsto","SÃO JOÃO DA BOA VISTA","covid",2023-11-01
193,2023-10-31,11,12,13,1,42,8,19,"Previsto","SÃO JOÃO DA BOA VISTA","srag",2023-11-01
426,2023-11-01,11,12,2,0,34,0,6,"Previsto","SÃO JOÃO DA BOA VISTA","covid",2023-11-08
